Year_Location,Year,LocationAbbr,LocationDesc,Data_Value,Age,State_Tax
2004OH,2004,OH,Ohio,26.4,45 to 64 Years,0.55
2008OH,2008,OH,Ohio,20.6,45 to 64 Years,1.25
2008OH,2008,OH,Ohio,24.3,25 to 44 Years,1.25
2008OH,2008,OH,Ohio,26,18 to 24 Years,1.25
1997OH,1997,OH,Ohio,9.8,65 Years and Older,0.24
1997OH,1997,OH,Ohio,32.1,18 to 24 Years,0.24
1997OH,1997,OH,Ohio,32.1,25 to 44 Years,0.24
1997OH,1997,OH,Ohio,22.4,45 to 64 Years,0.24
2008OH,2008,OH,Ohio,7.3,65 Years and Older,1.25
2010OH,2010,OH,Ohio,27,18 to 24 Years,1.25
2010OH,2010,OH,Ohio,26,25 to 44 Years,1.25
2010OH,2010,OH,Ohio,24.1,45 to 64 Years,1.25
2010OH,2010,OH,Ohio,10.3,65 Years and Older,1.25
2003OH,2003,OH,Ohio,30.1,25 to 44 Years,0.55
2003OH,2003,OH,Ohio,24.9,45 to 64 Years,0.55
1998OH,1998,OH,Ohio,31.1,18 to 24 Years,0.24
1998OH,1998,OH,Ohio,23.9,45 to 64 Years,0.24
1998OH,1998,OH,Ohio,13.9,65 Years and Older,0.24
2003OH,2003,OH,Ohio,34.9,18 to 24 Years,0.55
2003OH,2003,OH,Ohio,9.8,65 Years and Older,0.55
2001OH,2001,OH,Ohio,33.4,25 to 44 Years,0.24
2007OH,2007,OH,Ohio,22.8,45 to 64 Years,1.25
2007OH,2007,OH,Ohio,27.6,25 to 44 Years,1.25
2007OH,2007,OH,Ohio,32.3,18 to 24 Years,1.25
2007OH,2007,OH,Ohio,8.6,65 Years and Older,1.25
2002OH,2002,OH,Ohio,12.3,65 Years and Older,0.55
2002OH,2002,OH,Ohio,25.1,45 to 64 Years,0.55
2003OK,2003,OK,Oklahoma,26.8,45 to 64 Years,0.23
2003OK,2003,OK,Oklahoma,29.5,25 to 44 Years,0.23
2003OK,2003,OK,Oklahoma,30.3,18 to 24 Years,0.23
2003OK,2003,OK,Oklahoma,9.9,65 Years and Older,0.23
2002OK,2002,OK,Oklahoma,32.4,18 to 24 Years,0.23
2002OK,2002,OK,Oklahoma,31.1,25 to 44 Years,0.23
2002OK,2002,OK,Oklahoma,27.5,45 to 64 Years,0.23
1996OK,1996,OK,Oklahoma,6.4,65 Years and Older,0.23
1996OK,1996,OK,Oklahoma,31,25 to 44 Years,0.23
2009OK,2009,OK,Oklahoma,32.6,18 to 24 Years,1.03
2009OK,2009,OK,Oklahoma,28.2,25 to 44 Years,1.03
2009OK,2009,OK,Oklahoma,27.6,45 to 64 Years,1.03
2009OK,2009,OK,Oklahoma,12.1,65 Years and Older,1.03
1996OK,1996,OK,Oklahoma,28.6,18 to 24 Years,0.23
2006OK,2006,OK,Oklahoma,26.9,45 to 64 Years,1.03
2006OK,2006,OK,Oklahoma,29.4,25 to 44 Years,1.03
2006OK,2006,OK,Oklahoma,29.4,18 to 24 Years,1.03
2006OK,2006,OK,Oklahoma,9.7,65 Years and Older,1.03
1996OK,1996,OK,Oklahoma,26.5,45 to 64 Years,0.23
2010OK,2010,OK,Oklahoma,27.6,18 to 24 Years,1.03
2010OK,2010,OK,Oklahoma,26.5,25 to 44 Years,1.03
2010OK,2010,OK,Oklahoma,26.3,45 to 64 Years,1.03
2010OK,2010,OK,Oklahoma,10.9,65 Years and Older,1.03
2004OK,2004,OK,Oklahoma,32.3,18 to 24 Years,0.23
2004OK,2004,OK,Oklahoma,30.8,25 to 44 Years,0.23
2004OK,2004,OK,Oklahoma,26.5,45 to 64 Years,0.23
2004OK,2004,OK,Oklahoma,10.9,65 Years and Older,0.23
2001OK,2001,OK,Oklahoma,14.3,65 Years and Older,0.23
2001OK,2001,OK,Oklahoma,31.9,25 to 44 Years,0.23
2007OK,2007,OK,Oklahoma,11.6,65 Years and Older,1.03
2007OK,2007,OK,Oklahoma,28.8,45 to 64 Years,1.03
1999OK,1999,OK,Oklahoma,10.9,65 Years and Older,0.23
1999OK,1999,OK,Oklahoma,27.7,45 to 64 Years,0.23
1999OK,1999,OK,Oklahoma,28.4,18 to 24 Years,0.23
1999OK,1999,OK,Oklahoma,29.6,25 to 44 Years,0.23
2007OK,2007,OK,Oklahoma,29,25 to 44 Years,1.03
2007OK,2007,OK,Oklahoma,29.5,18 to 24 Years,1.03
2008OK,2008,OK,Oklahoma,12.9,65 Years and Older,1.03
2002OK,2002,OK,Oklahoma,11,65 Years and Older,0.23
2000OK,2000,OK,Oklahoma,23.5,45 to 64 Years,0.23
2000OK,2000,OK,Oklahoma,10.7,65 Years and Older,0.23
2000OK,2000,OK,Oklahoma,27.5,18 to 24 Years,0.23
2000OK,2000,OK,Oklahoma,28.1,25 to 44 Years,0.23
1998OK,1998,OK,Oklahoma,29.6,25 to 44 Years,0.23
1997OK,1997,OK,Oklahoma,6.4,65 Years and Older,0.23
2008OK,2008,OK,Oklahoma,26.7,45 to 64 Years,1.03
2008OK,2008,OK,Oklahoma,26.9,18 to 24 Years,1.03
2008OK,2008,OK,Oklahoma,28.3,25 to 44 Years,1.03
1998OK,1998,OK,Oklahoma,24.1,45 to 64 Years,0.23
1998OK,1998,OK,Oklahoma,23.7,18 to 24 Years,0.23
2001OK,2001,OK,Oklahoma,31.2,45 to 64 Years,0.23
2001OK,2001,OK,Oklahoma,34.8,18 to 24 Years,0.23
1998OK,1998,OK,Oklahoma,11.9,65 Years and Older,0.23
2005OK,2005,OK,Oklahoma,33.1,18 to 24 Years,1.03
2005OK,2005,OK,Oklahoma,27.9,25 to 44 Years,1.03
2005OK,2005,OK,Oklahoma,26.7,45 to 64 Years,1.03
2005OK,2005,OK,Oklahoma,10.2,65 Years and Older,1.03
1997OK,1997,OK,Oklahoma,33.7,18 to 24 Years,0.23
1997OK,1997,OK,Oklahoma,30.1,25 to 44 Years,0.23
1997OK,1997,OK,Oklahoma,25.4,45 to 64 Years,0.23
2010OR,2010,OR,Oregon,8.1,65 Years and Older,1.18
2010OR,2010,OR,Oregon,17.3,18 to 24 Years,1.18
2010OR,2010,OR,Oregon,16.7,25 to 44 Years,1.18
2010OR,2010,OR,Oregon,16.5,45 to 64 Years,1.18
2009OR,2009,OR,Oregon,7.8,65 Years and Older,1.18
2009OR,2009,OR,Oregon,25.3,18 to 24 Years,1.18
2009OR,2009,OR,Oregon,21.3,25 to 44 Years,1.18
2009OR,2009,OR,Oregon,17,45 to 64 Years,1.18
2008OR,2008,OR,Oregon,7.9,65 Years and Older,1.18
2008OR,2008,OR,Oregon,20.4,25 to 44 Years,1.18
2008OR,2008,OR,Oregon,20.3,18 to 24 Years,1.18
2008OR,2008,OR,Oregon,14.9,45 to 64 Years,1.18
2007OR,2007,OR,Oregon,7.8,65 Years and Older,1.18
2007OR,2007,OR,Oregon,22.4,18 to 24 Years,1.18
2007OR,2007,OR,Oregon,19.3,25 to 44 Years,1.18
2007OR,2007,OR,Oregon,17,45 to 64 Years,1.18
1996OR,1996,OR,Oregon,27.5,18 to 24 Years,0.38
1996OR,1996,OR,Oregon,26.9,25 to 44 Years,0.38
1996OR,1996,OR,Oregon,25.2,45 to 64 Years,0.38
1996OR,1996,OR,Oregon,11.1,65 Years and Older,0.38
2006OR,2006,OR,Oregon,7.5,65 Years and Older,1.18
2006OR,2006,OR,Oregon,23.2,18 to 24 Years,1.18
2006OR,2006,OR,Oregon,22.4,25 to 44 Years,1.18
2006OR,2006,OR,Oregon,18,45 to 64 Years,1.18
2005OR,2005,OR,Oregon,18.1,45 to 64 Years,1.18
2005OR,2005,OR,Oregon,21.3,25 to 44 Years,1.18
2005OR,2005,OR,Oregon,25.8,18 to 24 Years,1.18
2005OR,2005,OR,Oregon,8,65 Years and Older,1.18
2004OR,2004,OR,Oregon,18.8,45 to 64 Years,1.18
2004OR,2004,OR,Oregon,23.6,18 to 24 Years,1.18
2004OR,2004,OR,Oregon,24.8,25 to 44 Years,1.18
2004OR,2004,OR,Oregon,9.1,65 Years and Older,1.18
2003OR,2003,OR,Oregon,30.9,18 to 24 Years,1.28
2003OR,2003,OR,Oregon,23.7,25 to 44 Years,1.28
2003OR,2003,OR,Oregon,19.5,45 to 64 Years,1.28
2003OR,2003,OR,Oregon,10.6,65 Years and Older,1.28
2002OR,2002,OR,Oregon,9.4,65 Years and Older,1.28
2002OR,2002,OR,Oregon,31.9,18 to 24 Years,1.28
2002OR,2002,OR,Oregon,25.8,25 to 44 Years,1.28
2002OR,2002,OR,Oregon,21.3,45 to 64 Years,1.28
2001OR,2001,OR,Oregon,17.6,45 to 64 Years,0.68
2001OR,2001,OR,Oregon,25.6,25 to 44 Years,0.68
2001OR,2001,OR,Oregon,29,18 to 24 Years,0.68
2001OR,2001,OR,Oregon,9.6,65 Years and Older,0.68
2000OR,2000,OR,Oregon,19.3,45 to 64 Years,0.68
2000OR,2000,OR,Oregon,25.5,25 to 44 Years,0.68
2000OR,2000,OR,Oregon,26.7,18 to 24 Years,0.68
2000OR,2000,OR,Oregon,9.4,65 Years and Older,0.68
1999OR,1999,OR,Oregon,10.8,65 Years and Older,0.68
1999OR,1999,OR,Oregon,20.8,45 to 64 Years,0.68
1999OR,1999,OR,Oregon,25.3,25 to 44 Years,0.68
1999OR,1999,OR,Oregon,27.5,18 to 24 Years,0.68
1998OR,1998,OR,Oregon,31.7,18 to 24 Years,0.68
1998OR,1998,OR,Oregon,26,25 to 44 Years,0.68
1998OR,1998,OR,Oregon,17.2,45 to 64 Years,0.68
1998OR,1998,OR,Oregon,10.3,65 Years and Older,0.68
1997OR,1997,OR,Oregon,30.7,18 to 24 Years,0.68
1997OR,1997,OR,Oregon,22.1,25 to 44 Years,0.68
1997OR,1997,OR,Oregon,20.6,45 to 64 Years,0.68
1997OR,1997,OR,Oregon,11.9,65 Years and Older,0.68
2003PA,2003,PA,Pennsylvania,34.8,18 to 24 Years,1
2003PA,2003,PA,Pennsylvania,31.8,25 to 44 Years,1
2003PA,2003,PA,Pennsylvania,24.4,45 to 64 Years,1
2003PA,2003,PA,Pennsylvania,10,65 Years and Older,1
2007PA,2007,PA,Pennsylvania,20.7,45 to 64 Years,1.35
2007PA,2007,PA,Pennsylvania,26.7,25 to 44 Years,1.35
2007PA,2007,PA,Pennsylvania,26.8,18 to 24 Years,1.35
2007PA,2007,PA,Pennsylvania,8.4,65 Years and Older,1.35
1996PA,1996,PA,Pennsylvania,11.3,65 Years and Older,0.31
1996PA,1996,PA,Pennsylvania,24.7,45 to 64 Years,0.31
1996PA,1996,PA,Pennsylvania,27.6,18 to 24 Years,0.31
1996PA,1996,PA,Pennsylvania,30.7,25 to 44 Years,0.31
2006PA,2006,PA,Pennsylvania,9.4,65 Years and Older,1.35
2006PA,2006,PA,Pennsylvania,28,18 to 24 Years,1.35
2006PA,2006,PA,Pennsylvania,25.9,25 to 44 Years,1.35
2006PA,2006,PA,Pennsylvania,21.8,45 to 64 Years,1.35
2001PA,2001,PA,Pennsylvania,9.2,65 Years and Older,0.31
2001PA,2001,PA,Pennsylvania,35,18 to 24 Years,0.31
2001PA,2001,PA,Pennsylvania,29,25 to 44 Years,0.31
2001PA,2001,PA,Pennsylvania,25.4,45 to 64 Years,0.31
2010PA,2010,PA,Pennsylvania,18.6,18 to 24 Years,1.6
2010PA,2010,PA,Pennsylvania,20.7,45 to 64 Years,1.6
2010PA,2010,PA,Pennsylvania,22.2,25 to 44 Years,1.6
2010PA,2010,PA,Pennsylvania,7.7,65 Years and Older,1.6
2000PA,2000,PA,Pennsylvania,24,45 to 64 Years,0.31
2000PA,2000,PA,Pennsylvania,30.2,25 to 44 Years,0.31
2000PA,2000,PA,Pennsylvania,33.5,18 to 24 Years,0.31
2000PA,2000,PA,Pennsylvania,9,65 Years and Older,0.31
2008PA,2008,PA,Pennsylvania,21.5,45 to 64 Years,1.35
2008PA,2008,PA,Pennsylvania,26.9,25 to 44 Years,1.35
2008PA,2008,PA,Pennsylvania,7.7,65 Years and Older,1.35
1999PA,1999,PA,Pennsylvania,21.9,45 to 64 Years,0.31
1999PA,1999,PA,Pennsylvania,28.5,25 to 44 Years,0.31
1999PA,1999,PA,Pennsylvania,35.8,18 to 24 Years,0.31
1999PA,1999,PA,Pennsylvania,8.5,65 Years and Older,0.31
1997PA,1997,PA,Pennsylvania,30.9,18 to 24 Years,0.31
1997PA,1997,PA,Pennsylvania,23.3,45 to 64 Years,0.31
1997PA,1997,PA,Pennsylvania,11.3,65 Years and Older,0.31
1997PA,1997,PA,Pennsylvania,30,25 to 44 Years,0.31
2008PA,2008,PA,Pennsylvania,28.6,18 to 24 Years,1.35
2005PA,2005,PA,Pennsylvania,9.4,65 Years and Older,1.35
2005PA,2005,PA,Pennsylvania,35,18 to 24 Years,1.35
2005PA,2005,PA,Pennsylvania,28.3,25 to 44 Years,1.35
2005PA,2005,PA,Pennsylvania,23.2,45 to 64 Years,1.35
1998PA,1998,PA,Pennsylvania,24,45 to 64 Years,0.31
1998PA,1998,PA,Pennsylvania,28.1,18 to 24 Years,0.31
1998PA,1998,PA,Pennsylvania,30,25 to 44 Years,0.31
1998PA,1998,PA,Pennsylvania,8.3,65 Years and Older,0.31
2002PA,2002,PA,Pennsylvania,23.8,45 to 64 Years,1
2002PA,2002,PA,Pennsylvania,30.8,25 to 44 Years,1
2002PA,2002,PA,Pennsylvania,33.2,18 to 24 Years,1
2002PA,2002,PA,Pennsylvania,9.6,65 Years and Older,1
2004PA,2004,PA,Pennsylvania,23,45 to 64 Years,1.35
2009PA,2009,PA,Pennsylvania,19.9,45 to 64 Years,1.4125
2009PA,2009,PA,Pennsylvania,24.5,25 to 44 Years,1.4125
2009PA,2009,PA,Pennsylvania,27.5,18 to 24 Years,1.4125
2009PA,2009,PA,Pennsylvania,9.4,65 Years and Older,1.4125
2004PA,2004,PA,Pennsylvania,28,25 to 44 Years,1.35
2004PA,2004,PA,Pennsylvania,31.1,18 to 24 Years,1.35
2004PA,2004,PA,Pennsylvania,8,65 Years and Older,1.35
2008RI,2008,RI,Rhode Island,7.7,65 Years and Older,2.46
2008RI,2008,RI,Rhode Island,21.5,18 to 24 Years,2.46
2008RI,2008,RI,Rhode Island,20.8,25 to 44 Years,2.46
1998RI,1998,RI,Rhode Island,26.4,25 to 44 Years,0.71
1998RI,1998,RI,Rhode Island,11.3,65 Years and Older,0.71
2001RI,2001,RI,Rhode Island,28.7,18 to 24 Years,1
2001RI,2001,RI,Rhode Island,21.5,45 to 64 Years,1
2001RI,2001,RI,Rhode Island,12.2,65 Years and Older,1
2001RI,2001,RI,Rhode Island,30.4,25 to 44 Years,1
2009RI,2009,RI,Rhode Island,15.6,45 to 64 Years,3.21
2009RI,2009,RI,Rhode Island,17,18 to 24 Years,3.21
2006RI,2006,RI,Rhode Island,18.5,45 to 64 Years,2.46
2006RI,2006,RI,Rhode Island,19.4,25 to 44 Years,2.46
2006RI,2006,RI,Rhode Island,34.7,18 to 24 Years,2.46
2006RI,2006,RI,Rhode Island,8.6,65 Years and Older,2.46
2007RI,2007,RI,Rhode Island,13.6,18 to 24 Years,2.46
1998RI,1998,RI,Rhode Island,22.6,45 to 64 Years,0.71
2010RI,2010,RI,Rhode Island,16.4,45 to 64 Years,3.46
2010RI,2010,RI,Rhode Island,17.9,25 to 44 Years,3.46
2010RI,2010,RI,Rhode Island,18.7,18 to 24 Years,3.46
2010RI,2010,RI,Rhode Island,8.5,65 Years and Older,3.46
2008RI,2008,RI,Rhode Island,17.4,45 to 64 Years,2.46
1998RI,1998,RI,Rhode Island,29.8,18 to 24 Years,0.71
1996RI,1996,RI,Rhode Island,28.5,25 to 44 Years,0.61
1996RI,1996,RI,Rhode Island,25.1,18 to 24 Years,0.61
1996RI,1996,RI,Rhode Island,22.9,45 to 64 Years,0.61
2002RI,2002,RI,Rhode Island,21.4,45 to 64 Years,1.32
2002RI,2002,RI,Rhode Island,27,25 to 44 Years,1.32
2002RI,2002,RI,Rhode Island,8.6,65 Years and Older,1.32
2002RI,2002,RI,Rhode Island,32,18 to 24 Years,1.32
1997RI,1997,RI,Rhode Island,11,65 Years and Older,0.71
1997RI,1997,RI,Rhode Island,20.4,45 to 64 Years,0.71
1997RI,1997,RI,Rhode Island,29.8,25 to 44 Years,0.71
1997RI,1997,RI,Rhode Island,35.3,18 to 24 Years,0.71
2005RI,2005,RI,Rhode Island,7.9,65 Years and Older,2.46
2005RI,2005,RI,Rhode Island,26.1,18 to 24 Years,2.46
2005RI,2005,RI,Rhode Island,24.5,25 to 44 Years,2.46
2005RI,2005,RI,Rhode Island,18.5,45 to 64 Years,2.46
1996RI,1996,RI,Rhode Island,8.6,65 Years and Older,0.61
2003RI,2003,RI,Rhode Island,8.7,65 Years and Older,1.71
2003RI,2003,RI,Rhode Island,33.4,18 to 24 Years,1.71
2003RI,2003,RI,Rhode Island,26.8,25 to 44 Years,1.71
2003RI,2003,RI,Rhode Island,20.7,45 to 64 Years,1.71
1999RI,1999,RI,Rhode Island,12.4,65 Years and Older,0.71
1999RI,1999,RI,Rhode Island,21.4,45 to 64 Years,0.71
1999RI,1999,RI,Rhode Island,26.4,25 to 44 Years,0.71
1999RI,1999,RI,Rhode Island,28.3,18 to 24 Years,0.71
2009RI,2009,RI,Rhode Island,18.9,25 to 44 Years,3.21
2009RI,2009,RI,Rhode Island,5.9,65 Years and Older,3.21
2004RI,2004,RI,Rhode Island,8.8,65 Years and Older,2.46
2004RI,2004,RI,Rhode Island,28.4,18 to 24 Years,2.46
2004RI,2004,RI,Rhode Island,26,25 to 44 Years,2.46
2004RI,2004,RI,Rhode Island,20,45 to 64 Years,2.46
2000RI,2000,RI,Rhode Island,9.8,65 Years and Older,0.71
2000RI,2000,RI,Rhode Island,34.4,18 to 24 Years,0.71
2000RI,2000,RI,Rhode Island,27.2,25 to 44 Years,0.71
2000RI,2000,RI,Rhode Island,22.8,45 to 64 Years,0.71
2007RI,2007,RI,Rhode Island,18.4,45 to 64 Years,2.46
2007RI,2007,RI,Rhode Island,21.3,25 to 44 Years,2.46
2007RI,2007,RI,Rhode Island,8.4,65 Years and Older,2.46
1998SC,1998,SC,South Carolina,9.1,65 Years and Older,0.07
1998SC,1998,SC,South Carolina,32,25 to 44 Years,0.07
1998SC,1998,SC,South Carolina,25.1,18 to 24 Years,0.07
1998SC,1998,SC,South Carolina,23.4,45 to 64 Years,0.07
2001SC,2001,SC,South Carolina,9.6,65 Years and Older,0.07
2001SC,2001,SC,South Carolina,30.1,25 to 44 Years,0.07
2001SC,2001,SC,South Carolina,27,45 to 64 Years,0.07
2001SC,2001,SC,South Carolina,33.2,18 to 24 Years,0.07
2002SC,2002,SC,South Carolina,27.8,45 to 64 Years,0.07
2002SC,2002,SC,South Carolina,30.6,25 to 44 Years,0.07
2002SC,2002,SC,South Carolina,10.1,65 Years and Older,0.07
2002SC,2002,SC,South Carolina,32.1,18 to 24 Years,0.07
1999SC,1999,SC,South Carolina,25.2,45 to 64 Years,0.07
1999SC,1999,SC,South Carolina,10.2,65 Years and Older,0.07
1999SC,1999,SC,South Carolina,26.7,25 to 44 Years,0.07
1999SC,1999,SC,South Carolina,27.6,18 to 24 Years,0.07
2000SC,2000,SC,South Carolina,31.7,18 to 24 Years,0.07
2000SC,2000,SC,South Carolina,29.9,25 to 44 Years,0.07
2000SC,2000,SC,South Carolina,22.8,45 to 64 Years,0.07
2000SC,2000,SC,South Carolina,11.1,65 Years and Older,0.07
2010SC,2010,SC,South Carolina,8.1,65 Years and Older,0.32
2010SC,2010,SC,South Carolina,26.2,18 to 24 Years,0.32
2010SC,2010,SC,South Carolina,25.6,25 to 44 Years,0.32
2010SC,2010,SC,South Carolina,21.3,45 to 64 Years,0.32
2003SC,2003,SC,South Carolina,26.8,45 to 64 Years,0.07
2003SC,2003,SC,South Carolina,29.4,25 to 44 Years,0.07
2003SC,2003,SC,South Carolina,33.1,18 to 24 Years,0.07
2003SC,2003,SC,South Carolina,8.3,65 Years and Older,0.07
2009SC,2009,SC,South Carolina,22.3,45 to 64 Years,0.07
2009SC,2009,SC,South Carolina,22.5,25 to 44 Years,0.07
2009SC,2009,SC,South Carolina,24.9,18 to 24 Years,0.07
2009SC,2009,SC,South Carolina,9.4,65 Years and Older,0.07
2004SC,2004,SC,South Carolina,24.2,45 to 64 Years,0.07
2004SC,2004,SC,South Carolina,29.3,25 to 44 Years,0.07
2004SC,2004,SC,South Carolina,30.3,18 to 24 Years,0.07
2004SC,2004,SC,South Carolina,8.7,65 Years and Older,0.07
2005SC,2005,SC,South Carolina,27.7,18 to 24 Years,0.07
2005SC,2005,SC,South Carolina,25.6,25 to 44 Years,0.07
2005SC,2005,SC,South Carolina,23.4,45 to 64 Years,0.07
2005SC,2005,SC,South Carolina,10,65 Years and Older,0.07
1996SC,1996,SC,South Carolina,30,25 to 44 Years,0.07
1996SC,1996,SC,South Carolina,29.1,18 to 24 Years,0.07
1996SC,1996,SC,South Carolina,22.6,45 to 64 Years,0.07
1996SC,1996,SC,South Carolina,10.1,65 Years and Older,0.07
2006SC,2006,SC,South Carolina,10.3,65 Years and Older,0.07
2006SC,2006,SC,South Carolina,22.3,45 to 64 Years,0.07
2006SC,2006,SC,South Carolina,24.9,25 to 44 Years,0.07
2006SC,2006,SC,South Carolina,32.1,18 to 24 Years,0.07
2008SC,2008,SC,South Carolina,20.2,45 to 64 Years,0.07
2008SC,2008,SC,South Carolina,23.8,25 to 44 Years,0.07
2008SC,2008,SC,South Carolina,24.7,18 to 24 Years,0.07
2008SC,2008,SC,South Carolina,8.8,65 Years and Older,0.07
2007SC,2007,SC,South Carolina,22.8,45 to 64 Years,0.07
2007SC,2007,SC,South Carolina,24,18 to 24 Years,0.07
2007SC,2007,SC,South Carolina,26.1,25 to 44 Years,0.07
2007SC,2007,SC,South Carolina,9.3,65 Years and Older,0.07
1997SC,1997,SC,South Carolina,27.8,25 to 44 Years,0.07
1997SC,1997,SC,South Carolina,26,18 to 24 Years,0.07
1997SC,1997,SC,South Carolina,23.3,45 to 64 Years,0.07
1997SC,1997,SC,South Carolina,10.4,65 Years and Older,0.07
1996SD,1996,SD,South Dakota,25.8,18 to 24 Years,0.33
1996SD,1996,SD,South Dakota,24.5,25 to 44 Years,0.33
1996SD,1996,SD,South Dakota,21.4,45 to 64 Years,0.33
1996SD,1996,SD,South Dakota,9.5,65 Years and Older,0.33
2001SD,2001,SD,South Dakota,21.3,45 to 64 Years,0.33
2001SD,2001,SD,South Dakota,26,25 to 44 Years,0.33
2001SD,2001,SD,South Dakota,33.1,18 to 24 Years,0.33
2001SD,2001,SD,South Dakota,9.9,65 Years and Older,0.33
1999SD,1999,SD,South Dakota,9.4,65 Years and Older,0.33
1999SD,1999,SD,South Dakota,36.2,18 to 24 Years,0.33
1999SD,1999,SD,South Dakota,25.8,25 to 44 Years,0.33
1997SD,1997,SD,South Dakota,23.5,45 to 64 Years,0.33
1997SD,1997,SD,South Dakota,9.9,65 Years and Older,0.33
2005SD,2005,SD,South Dakota,8.4,65 Years and Older,0.53
2005SD,2005,SD,South Dakota,24.1,18 to 24 Years,0.53
2008SD,2008,SD,South Dakota,6.8,65 Years and Older,1.53
2008SD,2008,SD,South Dakota,22.2,18 to 24 Years,1.53
2008SD,2008,SD,South Dakota,21.4,25 to 44 Years,1.53
2008SD,2008,SD,South Dakota,17.9,45 to 64 Years,1.53
2005SD,2005,SD,South Dakota,23.7,25 to 44 Years,0.53
1999SD,1999,SD,South Dakota,21,45 to 64 Years,0.33
2002SD,2002,SD,South Dakota,21.4,45 to 64 Years,0.33
2002SD,2002,SD,South Dakota,25.8,25 to 44 Years,0.33
2002SD,2002,SD,South Dakota,35.9,18 to 24 Years,0.33
2002SD,2002,SD,South Dakota,8.5,65 Years and Older,0.33
2005SD,2005,SD,South Dakota,20.6,45 to 64 Years,0.53
2007SD,2007,SD,South Dakota,20.8,45 to 64 Years,1.53
2007SD,2007,SD,South Dakota,21.3,25 to 44 Years,1.53
2009SD,2009,SD,South Dakota,6.4,65 Years and Older,1.53
2009SD,2009,SD,South Dakota,17.9,45 to 64 Years,1.53
2009SD,2009,SD,South Dakota,20.9,25 to 44 Years,1.53
2009SD,2009,SD,South Dakota,24.1,18 to 24 Years,1.53
2000SD,2000,SD,South Dakota,21.9,45 to 64 Years,0.33
2000SD,2000,SD,South Dakota,26.9,25 to 44 Years,0.33
2000SD,2000,SD,South Dakota,31.1,18 to 24 Years,0.33
2010SD,2010,SD,South Dakota,7.1,65 Years and Older,1.53
2000SD,2000,SD,South Dakota,6.8,65 Years and Older,0.33
2004SD,2004,SD,South Dakota,21.1,45 to 64 Years,0.53
2004SD,2004,SD,South Dakota,23.8,25 to 44 Years,0.53
2004SD,2004,SD,South Dakota,26.1,18 to 24 Years,0.53
2004SD,2004,SD,South Dakota,8.6,65 Years and Older,0.53
2007SD,2007,SD,South Dakota,29.3,18 to 24 Years,1.53
2007SD,2007,SD,South Dakota,8.2,65 Years and Older,1.53
1997SD,1997,SD,South Dakota,30.6,25 to 44 Years,0.33
1997SD,1997,SD,South Dakota,30.2,18 to 24 Years,0.33
2010SD,2010,SD,South Dakota,24.1,18 to 24 Years,1.53
2010SD,2010,SD,South Dakota,16.6,25 to 44 Years,1.53
2010SD,2010,SD,South Dakota,15.5,45 to 64 Years,1.53
2003SD,2003,SD,South Dakota,22.3,45 to 64 Years,0.53
2003SD,2003,SD,South Dakota,8.5,65 Years and Older,0.53
2003SD,2003,SD,South Dakota,34,18 to 24 Years,0.53
2003SD,2003,SD,South Dakota,26.3,25 to 44 Years,0.53
2006SD,2006,SD,South Dakota,32.5,18 to 24 Years,0.53
2006SD,2006,SD,South Dakota,20.5,25 to 44 Years,0.53
2006SD,2006,SD,South Dakota,21.6,45 to 64 Years,0.53
2006SD,2006,SD,South Dakota,8.5,65 Years and Older,0.53
1998SD,1998,SD,South Dakota,19.5,65 Years and Older,0.33
1998SD,1998,SD,South Dakota,28.2,25 to 44 Years,0.33
1998SD,1998,SD,South Dakota,28.5,45 to 64 Years,0.33
1998SD,1998,SD,South Dakota,34.3,18 to 24 Years,0.33
1996TN,1996,TN,Tennessee,25.4,18 to 24 Years,0.13
1996TN,1996,TN,Tennessee,29.8,45 to 64 Years,0.13
1996TN,1996,TN,Tennessee,35.7,25 to 44 Years,0.13
1996TN,1996,TN,Tennessee,9.5,65 Years and Older,0.13
2010TN,2010,TN,Tennessee,9.2,65 Years and Older,0.62
2005TN,2005,TN,Tennessee,10.5,65 Years and Older,0.2
2005TN,2005,TN,Tennessee,25.2,45 to 64 Years,0.2
2005TN,2005,TN,Tennessee,32.7,25 to 44 Years,0.2
2005TN,2005,TN,Tennessee,35,18 to 24 Years,0.2
2000TN,2000,TN,Tennessee,32,18 to 24 Years,0.13
2000TN,2000,TN,Tennessee,32.2,25 to 44 Years,0.13
1999TN,1999,TN,Tennessee,29.4,25 to 44 Years,0.13
1999TN,1999,TN,Tennessee,27.1,45 to 64 Years,0.13
1999TN,1999,TN,Tennessee,25.1,18 to 24 Years,0.13
1999TN,1999,TN,Tennessee,11.2,65 Years and Older,0.13
2008TN,2008,TN,Tennessee,11.1,65 Years and Older,0.62
2008TN,2008,TN,Tennessee,17.8,18 to 24 Years,0.62
2002TN,2002,TN,Tennessee,31.3,18 to 24 Years,0.2
2002TN,2002,TN,Tennessee,32.3,25 to 44 Years,0.2
2002TN,2002,TN,Tennessee,12.6,65 Years and Older,0.2
2002TN,2002,TN,Tennessee,28.7,45 to 64 Years,0.2
2006TN,2006,TN,Tennessee,10.5,65 Years and Older,0.2
2006TN,2006,TN,Tennessee,23.9,18 to 24 Years,0.2
2006TN,2006,TN,Tennessee,24.4,45 to 64 Years,0.2
2006TN,2006,TN,Tennessee,26.1,25 to 44 Years,0.2
